"id";"ALUMNOS";"ESPANOL";"MATEMATICAS";"INGLES";"CIENCIAS_NATURALES";"HISTORIA";"EDUCACION_FISICA";"ARTES";"TECNOLOGIA";"NUM_FALTAS";"PARTICIPACIONES";"RENDIMIENTO"
1104;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1105;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1106;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1107;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1108;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1109;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1110;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1111;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1112;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1113;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1114;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1115;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1116;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1117;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1118;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1119;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1120;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1121;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1122;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1123;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1124;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1125;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1126;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1127;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1128;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1129;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1130;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1131;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1132;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1133;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1134;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1135;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1136;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1137;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1138;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1139;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1140;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1141;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1142;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1143;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1144;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1145;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1146;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1147;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1148;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1149;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1150;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1151;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1152;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1153;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1154;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1155;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1156;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1157;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1158;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1159;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1160;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1161;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1162;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1163;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1164;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1165;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1166;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1167;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1168;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1169;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1170;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1171;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1172;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1173;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1174;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1175;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1176;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1177;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1178;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1179;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1180;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1181;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1182;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1183;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1184;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1185;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1186;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1187;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1188;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1189;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1190;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1191;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1192;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1193;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1194;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1195;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1196;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1197;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1198;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1199;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1200;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1201;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1202;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1203;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1204;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1205;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1206;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1207;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1208;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1209;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1210;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1211;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1212;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1213;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1214;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1215;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1216;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1217;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1218;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1219;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1220;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1221;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1222;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1223;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1224;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1225;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1226;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1227;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1228;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1229;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1230;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1231;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1232;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1233;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1234;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1235;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1236;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1237;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1238;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1239;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1240;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1241;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1242;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1243;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1244;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1245;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1246;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1247;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1248;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1249;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1250;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1251;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1252;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1253;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1254;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1255;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1256;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1257;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1258;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1259;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1260;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1261;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1262;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1263;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1264;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1265;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1266;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1267;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1268;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1269;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1270;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1271;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1272;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1273;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1274;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1275;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1276;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1277;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1278;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1279;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1280;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1281;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1282;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1283;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1284;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1285;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1286;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1287;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1288;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1289;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1290;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1291;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1292;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1293;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1294;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1295;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1296;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1297;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1298;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1299;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1300;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1301;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1302;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1303;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1304;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1305;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1306;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1307;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1308;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1309;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1310;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1311;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1312;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1313;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1314;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1315;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1316;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1317;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1318;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1319;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1320;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1321;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
